,movieId,title,userId,avgRating,numVotes,score,genres,tag,features
34,107,Muppet Treasure Island (1996),474,3.0,1,3.5153039240699813,Adventure|Children|Comedy|Musical,muppets,Adventure Children Comedy Musical muppets
35,110,Braveheart (1995),62,4.35,10,4.231486055691416,Action|Drama|War,beautiful scenery,Action Drama War beautiful scenery
36,111,Taxi Driver (1976),474,4.0,1,3.811660199373625,Crime|Drama|Thriller,assassination,Crime Drama Thriller assassination
37,116,Anne Frank Remembered (1995),474,3.5,1,3.6634820617218034,Documentary,Holocaust,Documentary Holocaust
38,122,Boomerang (1992),474,1.0,1,2.922591373462694,Comedy|Romance,dating,Comedy Romance dating
39,140,Up Close and Personal (1996),474,2.5,1,3.3671257864181596,Drama|Romance,journalism,Drama Romance journalism
40,147,"Basketball Diaries, The (1995)",424,3.5,4,3.5865410828231576,Drama,addiction,Drama addiction
41,150,Apollo 13 (1995),474,4.5,3,4.160854268544193,Adventure|Drama|IMAX,moon,Adventure Drama IMAX moon
42,153,Batman Forever (1995),474,3.0,1,3.5153039240699813,Action|Adventure|Comedy|Crime,superhero,Action Adventure Comedy Crime superhero
43,160,Congo (1995),474,1.0,1,2.922591373462694,Action|Adventure|Mystery|Sci-Fi,Michael Crichton,Action Adventure Mystery Sci-Fi Michael Crichton
44,161,Crimson Tide (1995),474,3.5,1,3.6634820617218034,Drama|Thriller|War,submarine,Drama Thriller War submarine
45,162,Crumb (1994),474,3.5,1,3.6634820617218034,Documentary,In Netflix queue,Documentary In Netflix queue
46,175,Kids (1995),424,4.5,3,4.160854268544193,Drama,controversial,Drama controversial
47,185,"Net, The (1995)",474,3.0,1,3.5153039240699813,Action|Crime|Thriller,computers,Action Crime Thriller computers
48,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",474,4.5,1,3.959838337025447,Drama|Musical|Romance,Made me cry,Drama Musical Romance Made me cry
49,215,Before Sunrise (1995),474,3.5,1,3.6634820617218034,Drama|Romance,generation X,Drama Romance generation X
50,216,Billy Madison (1995),474,3.0,3,3.3235385593423623,Comedy,school,Comedy school
51,222,Circle of Friends (1995),474,4.0,1,3.811660199373625,Drama|Romance,Ireland,Drama Romance Ireland
52,223,Clerks (1994),424,3.5,6,3.5658728698944295,Comedy,cynical,Comedy cynical
53,224,Don Juan DeMarco (1995),474,3.5,2,3.6261088983300604,Comedy|Drama|Romance,mental illness,Comedy Drama Romance mental illness
54,230,Dolores Claiborne (1995),474,3.5,1,3.6634820617218034,Drama|Thriller,Stephen King,Drama Thriller Stephen King
55,232,Eat Drink Man Woman (Yin shi nan nu) (1994),474,4.0,1,3.811660199373625,Comedy|Drama|Romance,In Netflix queue,Comedy Drama Romance In Netflix queue
56,235,Ed Wood (1994),474,4.0,1,3.811660199373625,Comedy|Drama,movie business,Comedy Drama movie business
57,237,Forget Paris (1995),474,3.5,3,3.6026437957429724,Comedy|Romance,basketball,Comedy Romance basketball
58,246,Hoop Dreams (1994),474,4.0,1,3.811660199373625,Documentary,basketball,Documentary basketball
59,247,Heavenly Creatures (1994),474,4.0,1,3.811660199373625,Crime|Drama,Australia,Crime Drama Australia
60,249,Immortal Beloved (1994),474,4.0,1,3.811660199373625,Drama|Romance,Beethoven,Drama Romance Beethoven
61,252,I.Q. (1994),474,2.0,1,3.2189476487663375,Comedy|Romance,Einstein,Comedy Romance Einstein
62,257,Just Cause (1995),474,3.0,1,3.5153039240699813,Mystery|Thriller,court,Mystery Thriller court
63,260,Star Wars: Episode IV - A New Hope (1977),63,4.527777777777778,18,4.435081178252169,Action|Adventure|Sci-Fi,classic,Action Adventure Sci-Fi classic
64,261,Little Women (1994),474,4.0,1,3.811660199373625,Drama,Louisa May Alcott,Drama Louisa May Alcott
65,262,"Little Princess, A (1995)",474,4.0,3,3.8817490321435826,Children|Drama,England,Children Drama England
66,272,"Madness of King George, The (1994)",474,3.5,2,3.6261088983300604,Comedy|Drama,England,Comedy Drama England
67,277,Miracle on 34th Street (1994),474,2.0,1,3.2189476487663375,Drama,Christmas,Drama Christmas
68,280,Murder in the First (1995),474,3.0,1,3.5153039240699813,Drama|Thriller,prison,Drama Thriller prison
69,282,Nell (1994),474,3.0,2,3.397501777780404,Drama,disability,Drama disability
70,288,Natural Born Killers (1994),424,4.0,6,3.924111042814494,Action|Crime|Thriller,brutality,Action Crime Thriller brutality
71,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),166,4.928571428571429,35,4.852576968069774,Action|Crime|Drama|Thriller,assassin,Action Crime Drama Thriller assassin
72,296,Pulp Fiction (1994),103,4.983425414364641,181,4.967226407602271,Comedy|Crime|Drama|Thriller,good dialogue,Comedy Crime Drama Thriller good dialogue
73,300,Quiz Show (1994),474,4.0,1,3.811660199373625,Drama,TV,Drama TV
74,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),474,4.5,1,3.959838337025447,Drama,Death,Drama Death
75,308,Three Colors: White (Trzy kolory: Bialy) (1994),474,3.25,2,3.5118053380552325,Comedy|Drama,marriage,Comedy Drama marriage
76,316,Stargate (1994),474,3.5,1,3.6634820617218034,Action|Adventure|Sci-Fi,time travel,Action Adventure Sci-Fi time travel
77,317,"Santa Clause, The (1994)",474,2.0,1,3.2189476487663375,Comedy|Drama|Fantasy,Christmas,Comedy Drama Fantasy Christmas
78,318,"Shawshank Redemption, The (1994)",474,5.0,4,4.527818408155348,Crime|Drama,prison,Crime Drama prison
79,329,Star Trek: Generations (1994),474,4.0,1,3.811660199373625,Adventure|Drama|Sci-Fi,Enterprise,Adventure Drama Sci-Fi Enterprise
80,337,What's Eating Gilbert Grape (1993),474,4.0,1,3.811660199373625,Drama,mental illness,Drama mental illness
81,338,Virtuosity (1995),474,3.0,1,3.5153039240699813,Action|Sci-Fi|Thriller,serial killer,Action Sci-Fi Thriller serial killer
82,339,While You Were Sleeping (1995),474,3.5,1,3.6634820617218034,Comedy|Romance,coma,Comedy Romance coma
83,342,Muriel's Wedding (1994),474,3.5,2,3.6261088983300604,Comedy,Australia,Comedy Australia
84,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",474,3.5,3,3.6026437957429724,Comedy|Drama,cross dressing,Comedy Drama cross dressing
85,349,Clear and Present Danger (1994),474,3.0,1,3.5153039240699813,Action|Crime|Drama|Thriller,Tom Clancy,Action Crime Drama Thriller Tom Clancy
86,350,"Client, The (1994)",474,3.0,1,3.5153039240699813,Drama|Mystery|Thriller,John Grisham,Drama Mystery Thriller John Grisham
87,351,"Corrina, Corrina (1994)",474,2.0,1,3.2189476487663375,Comedy|Drama|Romance,interracial romance,Comedy Drama Romance interracial romance
88,356,Forrest Gump (1994),474,3.6666666666666665,9,3.68037481292972,Comedy|Drama|Romance|War,shrimp,Comedy Drama Romance War shrimp
89,357,Four Weddings and a Funeral (1994),474,3.0,1,3.5153039240699813,Comedy|Romance,wedding,Comedy Romance wedding
90,361,It Could Happen to You (1994),474,3.5,1,3.6634820617218034,Comedy|Drama|Romance,gambling,Comedy Drama Romance gambling
91,364,"Lion King, The (1994)",319,4.8,5,4.456243181262106,Adventure|Animation|Children|Drama|Musical|IMAX,Disney,Adventure Animation Children Drama Musical IMAX Disney
92,371,"Paper, The (1994)",474,3.0,1,3.5153039240699813,Comedy|Drama,journalism,Comedy Drama journalism
93,377,Speed (1994),474,4.0,1,3.811660199373625,Action|Romance|Thriller,bus,Action Romance Thriller bus
94,380,True Lies (1994),474,4.0,1,3.811660199373625,Action|Adventure|Comedy|Romance|Thriller,spies,Action Adventure Comedy Romance Thriller spies
95,381,When a Man Loves a Woman (1994),474,2.5,1,3.3671257864181596,Drama|Romance,alcoholism,Drama Romance alcoholism
96,410,Addams Family Values (1993),62,4.5,6,4.282349215734559,Children|Comedy|Fantasy,black comedy,Children Comedy Fantasy black comedy
97,412,"Age of Innocence, The (1993)",474,4.0,1,3.811660199373625,Drama,Edith Wharton,Drama Edith Wharton
98,421,Black Beauty (1994),474,3.5,1,3.6634820617218034,Adventure|Children|Drama,horses,Adventure Children Drama horses
99,425,Blue Sky (1994),474,3.5,2,3.6261088983300604,Drama|Romance,mental illness,Drama Romance mental illness
100,431,Carlito's Way (1993),18,4.0,3,3.8817490321435826,Crime|Drama,Al Pacino,Crime Drama Al Pacino
101,440,Dave (1993),474,4.5,1,3.959838337025447,Comedy|Romance,President,Comedy Romance President
102,454,"Firm, The (1993)",474,4.0,1,3.811660199373625,Drama|Thriller,John Grisham,Drama Thriller John Grisham
103,457,"Fugitive, The (1993)",474,5.0,1,4.108016474677269,Thriller,based on a TV show,Thriller based on a TV show
104,471,"Hudsucker Proxy, The (1994)",474,3.0,1,3.5153039240699813,Comedy,hula hoop,Comedy hula hoop
105,474,In the Line of Fire (1993),474,3.5,1,3.6634820617218034,Action|Thriller,assassination,Action Thriller assassination
106,475,In the Name of the Father (1993),474,4.0,1,3.811660199373625,Drama,Ireland,Drama Ireland
107,477,What's Love Got to Do with It? (1993),474,3.5,1,3.6634820617218034,Drama|Musical,biopic,Drama Musical biopic
108,480,Jurassic Park (1993),474,4.5,1,3.959838337025447,Action|Adventure|Sci-Fi|Thriller,Dinosaur,Action Adventure Sci-Fi Thriller Dinosaur
109,488,M. Butterfly (1993),474,3.0,2,3.397501777780404,Drama|Romance,Japan,Drama Romance Japan
110,497,Much Ado About Nothing (1993),474,5.0,1,4.108016474677269,Comedy|Romance,Shakespeare,Comedy Romance Shakespeare
111,500,Mrs. Doubtfire (1993),474,2.5,3,3.0444333229417526,Comedy|Drama,cross dressing,Comedy Drama cross dressing
112,508,Philadelphia (1993),474,3.0,1,3.5153039240699813,Drama,AIDs,Drama AIDs
113,513,Radioland Murders (1994),474,3.5,2,3.6261088983300604,Comedy|Mystery|Romance,radio,Comedy Mystery Romance radio
114,515,"Remains of the Day, The (1993)",474,5.0,2,4.31193025997903,Drama|Romance,Butler,Drama Romance Butler
115,516,Renaissance Man (1994),474,2.0,1,3.2189476487663375,Comedy|Drama,military,Comedy Drama military
116,522,Romper Stomper (1992),474,3.5,3,3.6026437957429724,Action|Drama,Australia,Action Drama Australia
117,524,Rudy (1993),474,2.5,1,3.3671257864181596,Drama,football,Drama football
118,527,Schindler's List (1993),474,1.8,5,2.422156482484782,Drama|War,Holocaust,Drama War Holocaust
119,529,Searching for Bobby Fischer (1993),474,4.0,1,3.811660199373625,Drama,chess,Drama chess
120,534,Shadowlands (1993),474,5.0,1,4.108016474677269,Drama|Romance,C.S. Lewis,Drama Romance C.S. Lewis
121,535,Short Cuts (1993),474,4.0,1,3.811660199373625,Drama,large cast,Drama large cast
122,538,Six Degrees of Separation (1993),474,3.5,1,3.6634820617218034,Drama,race,Drama race
123,539,Sleepless in Seattle (1993),474,4.5,1,3.959838337025447,Comedy|Drama|Romance,Empire State Building,Comedy Drama Romance Empire State Building
124,541,Blade Runner (1982),474,4.333333333333333,12,4.234062031215819,Action|Sci-Fi|Thriller,robots,Action Sci-Fi Thriller robots
125,543,So I Married an Axe Murderer (1993),474,4.5,1,3.959838337025447,Comedy|Romance|Thriller,beat poetry,Comedy Romance Thriller beat poetry
126,551,"Nightmare Before Christmas, The (1993)",474,3.0,2,3.397501777780404,Animation|Children|Fantasy|Musical,Christmas,Animation Children Fantasy Musical Christmas
127,552,"Three Musketeers, The (1993)",336,3.0,1,3.5153039240699813,Action|Adventure|Comedy|Romance,knights,Action Adventure Comedy Romance knights
128,556,"War Room, The (1993)",474,3.0,1,3.5153039240699813,Documentary,politics,Documentary politics
129,562,Welcome to the Dollhouse (1995),474,4.0,1,3.811660199373625,Comedy|Drama,adolescence,Comedy Drama adolescence
130,586,Home Alone (1990),474,2.0,1,3.2189476487663375,Children|Comedy,christmas,Children Comedy christmas
131,587,Ghost (1990),474,3.0,1,3.5153039240699813,Comedy|Drama|Fantasy|Romance|Thriller,overrated,Comedy Drama Fantasy Romance Thriller overrated
132,588,Aladdin (1992),474,4.0,1,3.811660199373625,Adventure|Animation|Children|Comedy|Musical,Disney,Adventure Animation Children Comedy Musical Disney
133,589,Terminator 2: Judgment Day (1991),424,2.625,8,2.8784304309261066,Action|Sci-Fi,apocalypse,Action Sci-Fi apocalypse
134,590,Dances with Wolves (1990),474,3.5,2,3.6261088983300604,Adventure|Drama|Western,American Indians,Adventure Drama Western American Indians
135,592,Batman (1989),474,4.0,1,3.811660199373625,Action|Crime|Thriller,superhero,Action Crime Thriller superhero
136,593,"Silence of the Lambs, The (1991)",474,4.916666666666667,6,4.58088102650128,Crime|Horror|Thriller,Hannibal Lector,Crime Horror Thriller Hannibal Lector
137,594,Snow White and the Seven Dwarfs (1937),474,3.0,1,3.5153039240699813,Animation|Children|Drama|Fantasy|Musical,Disney,Animation Children Drama Fantasy Musical Disney
138,595,Beauty and the Beast (1991),474,5.0,1,4.108016474677269,Animation|Children|Fantasy|Musical|Romance|IMAX,Disney,Animation Children Fantasy Musical Romance IMAX Disney
139,596,Pinocchio (1940),474,2.0,1,3.2189476487663375,Animation|Children|Fantasy|Musical,Disney,Animation Children Fantasy Musical Disney
140,597,Pretty Woman (1990),474,4.0,1,3.811660199373625,Comedy|Romance,prostitution,Comedy Romance prostitution
141,608,Fargo (1996),424,3.6,5,3.642608501751177,Comedy|Crime|Drama|Thriller,based on a true story,Comedy Crime Drama Thriller based on a true story
142,616,"Aristocats, The (1970)",474,3.5,1,3.6634820617218034,Animation|Children,Disney,Animation Children Disney
143,628,Primal Fear (1996),424,4.666666666666667,6,4.401761940041248,Crime|Drama|Mystery|Thriller,edward norton,Crime Drama Mystery Thriller edward norton
144,638,Jack and Sarah (1995),474,3.0,1,3.5153039240699813,Romance,babies,Romance babies
145,647,Courage Under Fire (1996),474,3.0,1,3.5153039240699813,Action|Crime|Drama|War,Gulf War,Action Crime Drama War Gulf War
146,648,Mission: Impossible (1996),474,3.5,1,3.6634820617218034,Action|Adventure|Mystery|Thriller,based on a TV show,Action Adventure Mystery Thriller based on a TV show
147,668,Song of the Little Road (Pather Panchali) (1955),474,3.5,1,3.6634820617218034,Drama,India,Drama India
148,670,"World of Apu, The (Apur Sansar) (1959)",474,4.5,1,3.959838337025447,Drama,India,Drama India
149,671,Mystery Science Theater 3000: The Movie (1996),474,3.5,1,3.6634820617218034,Comedy|Sci-Fi,spoof,Comedy Sci-Fi spoof
150,673,Space Jam (1996),474,1.5,1,3.070769511114516,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,Bugs Bunny,Adventure Animation Children Comedy Fantasy Sci-Fi Bugs Bunny
151,708,"Truth About Cats & Dogs, The (1996)",474,4.5,1,3.959838337025447,Comedy|Romance,Veterinarian,Comedy Romance Veterinarian
152,720,Wallace & Gromit: The Best of Aardman Animation (1996),474,4.0,1,3.811660199373625,Adventure|Animation|Comedy,Aardman,Adventure Animation Comedy Aardman
153,728,Cold Comfort Farm (1995),474,3.5,1,3.6634820617218034,Comedy,In Netflix queue,Comedy In Netflix queue
154,733,"Rock, The (1996)",474,4.0,3,3.8817490321435826,Action|Adventure|Thriller,Alcatraz,Action Adventure Thriller Alcatraz
155,736,Twister (1996),474,2.0,1,3.2189476487663375,Action|Adventure|Romance|Thriller,Disaster,Action Adventure Romance Thriller Disaster
156,745,Wallace & Gromit: A Close Shave (1995),474,4.0,1,3.811660199373625,Animation|Children|Comedy,Aardman,Animation Children Comedy Aardman
157,748,"Arrival, The (1996)",474,3.5,1,3.6634820617218034,Action|Sci-Fi|Thriller,aliens,Action Sci-Fi Thriller aliens
158,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),474,4.277777777777778,9,4.163920332987371,Comedy|War,Atomic bomb,Comedy War Atomic bomb
159,778,Trainspotting (1996),318,4.0,4,3.9003001912672213,Comedy|Crime|Drama,based on a book,Comedy Crime Drama based on a book
160,780,Independence Day (a.k.a. ID4) (1996),474,4.0,1,3.811660199373625,Action|Adventure|Sci-Fi|Thriller,aliens,Action Adventure Sci-Fi Thriller aliens
161,805,"Time to Kill, A (1996)",474,3.0,1,3.5153039240699813,Drama|Thriller,John Grisham,Drama Thriller John Grisham
162,818,"Very Brady Sequel, A (1996)",474,3.0,1,3.5153039240699813,Comedy,based on a TV show,Comedy based on a TV show
163,830,"First Wives Club, The (1996)",474,2.0,1,3.2189476487663375,Comedy,adultery,Comedy adultery
164,832,Ransom (1996),474,2.75,4,3.1159024201570626,Crime|Thriller,kidnapping,Crime Thriller kidnapping
165,836,Chain Reaction (1996),573,3.0,1,3.5153039240699813,Action|Adventure|Thriller,seen at the cinema,Action Adventure Thriller seen at the cinema
166,838,Emma (1996),474,3.0,1,3.5153039240699813,Comedy|Drama|Romance,Jane Austen,Comedy Drama Romance Jane Austen
167,852,Tin Cup (1996),474,2.0,1,3.2189476487663375,Comedy|Drama|Romance,golf,Comedy Drama Romance golf
168,858,"Godfather, The (1972)",474,5.0,1,4.108016474677269,Crime|Drama,Mafia,Crime Drama Mafia
169,892,Twelfth Night (1996),474,3.0,1,3.5153039240699813,Comedy|Drama|Romance,Shakespeare,Comedy Drama Romance Shakespeare
170,898,"Philadelphia Story, The (1940)",474,4.0,1,3.811660199373625,Comedy|Drama|Romance,divorce,Comedy Drama Romance divorce
171,899,Singin' in the Rain (1952),474,4.0,1,3.811660199373625,Comedy|Musical|Romance,movie business,Comedy Musical Romance movie business
172,900,"American in Paris, An (1951)",474,3.5,1,3.6634820617218034,Musical|Romance,France,Musical Romance France
173,902,Breakfast at Tiffany's (1961),474,3.5,1,3.6634820617218034,Drama|Romance,Capote,Drama Romance Capote
174,903,Vertigo (1958),474,3.7,5,3.710411391710421,Drama|Mystery|Romance|Thriller,falling,Drama Mystery Romance Thriller falling
175,904,Rear Window (1954),474,3.5833333333333335,6,3.6255792320477735,Mystery|Thriller,voyeurism,Mystery Thriller voyeurism
176,905,It Happened One Night (1934),474,5.0,1,4.108016474677269,Comedy|Romance,Screwball,Comedy Romance Screwball
177,906,Gaslight (1944),474,5.0,1,4.108016474677269,Drama|Thriller,Brooch,Drama Thriller Brooch
178,907,"Gay Divorcee, The (1934)",474,3.0,1,3.5153039240699813,Comedy|Musical|Romance,divorce,Comedy Musical Romance divorce
179,908,North by Northwest (1959),474,3.8333333333333335,3,3.7887139533433793,Action|Adventure|Mystery|Romance|Thriller,Mount Rushmore,Action Adventure Mystery Romance Thriller Mount Rushmore
180,909,"Apartment, The (1960)",474,4.0,1,3.811660199373625,Comedy|Drama|Romance,adultery,Comedy Drama Romance adultery
181,910,Some Like It Hot (1959),474,4.0,1,3.811660199373625,Comedy|Crime,men in drag,Comedy Crime men in drag
182,911,Charade (1963),474,3.5,1,3.6634820617218034,Comedy|Crime|Mystery|Romance|Thriller,heist,Comedy Crime Mystery Romance Thriller heist
183,912,Casablanca (1942),474,5.0,1,4.108016474677269,Drama|Romance,start of a beautiful friendship,Drama Romance start of a beautiful friendship
184,913,"Maltese Falcon, The (1941)",474,4.0,1,3.811660199373625,Film-Noir|Mystery,statue,Film-Noir Mystery statue
185,914,My Fair Lady (1964),474,4.5,1,3.959838337025447,Comedy|Drama|Musical|Romance,George Bernard Shaw,Comedy Drama Musical Romance George Bernard Shaw
186,915,Sabrina (1954),474,4.0,1,3.811660199373625,Comedy|Romance,rich guy - poor girl,Comedy Romance rich guy - poor girl
187,916,Roman Holiday (1953),474,4.0,2,3.854716018879717,Comedy|Drama|Romance,Italy,Comedy Drama Romance Italy
188,918,Meet Me in St. Louis (1944),474,3.5,1,3.6634820617218034,Musical,1900s,Musical 1900s
189,919,"Wizard of Oz, The (1939)",474,4.5,2,4.083323139429374,Adventure|Children|Fantasy|Musical,Dorothy,Adventure Children Fantasy Musical Dorothy
190,920,Gone with the Wind (1939),474,2.0,1,3.2189476487663375,Drama|Romance|War,Civil War,Drama Romance War Civil War
191,921,My Favorite Year (1982),474,3.0,1,3.5153039240699813,Comedy,television,Comedy television
192,922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),474,4.333333333333333,3,4.0678191897439895,Drama|Film-Noir|Romance,movies,Drama Film-Noir Romance movies
193,923,Citizen Kane (1941),474,4.5,1,3.959838337025447,Drama|Mystery,Rosebud,Drama Mystery Rosebud
194,924,2001: A Space Odyssey (1968),474,4.951219512195122,41,4.884497659604815,Adventure|Drama|Sci-Fi,Hal,Adventure Drama Sci-Fi Hal
195,926,All About Eve (1950),474,4.5,1,3.959838337025447,Drama,Hollywood,Drama Hollywood
196,927,"Women, The (1939)",474,4.0,1,3.811660199373625,Comedy,divorce,Comedy divorce
197,928,Rebecca (1940),474,5.0,1,4.108016474677269,Drama|Mystery|Romance|Thriller,Mrs. DeWinter,Drama Mystery Romance Thriller Mrs. DeWinter
198,929,Foreign Correspondent (1940),474,3.5,3,3.6026437957429724,Drama|Film-Noir|Mystery|Thriller,Europe,Drama Film-Noir Mystery Thriller Europe
199,930,Notorious (1946),474,4.0,1,3.811660199373625,Film-Noir|Romance|Thriller,assassination,Film-Noir Romance Thriller assassination
200,931,Spellbound (1945),474,3.5,1,3.6634820617218034,Mystery|Romance|Thriller,amnesia,Mystery Romance Thriller amnesia
201,934,Father of the Bride (1950),474,3.0,1,3.5153039240699813,Comedy,wedding,Comedy wedding
202,936,Ninotchka (1939),474,4.0,2,3.854716018879717,Comedy|Romance,Cold War,Comedy Romance Cold War
203,938,Gigi (1958),474,2.5,1,3.3671257864181596,Musical,prostitution,Musical prostitution
204,940,"Adventures of Robin Hood, The (1938)",474,3.5,1,3.6634820617218034,Action|Adventure|Romance,swashbuckler,Action Adventure Romance swashbuckler
205,941,"Mark of Zorro, The (1940)",474,3.5,1,3.6634820617218034,Adventure,swashbuckler,Adventure swashbuckler
206,943,"Ghost and Mrs. Muir, The (1947)",474,3.5,1,3.6634820617218034,Drama|Fantasy|Romance,ghosts,Drama Fantasy Romance ghosts
207,944,Lost Horizon (1937),474,4.0,1,3.811660199373625,Drama,Shangri-La,Drama Shangri-La
208,945,Top Hat (1935),474,4.5,1,3.959838337025447,Comedy|Musical|Romance,Astaire and Rogers,Comedy Musical Romance Astaire and Rogers
209,947,My Man Godfrey (1936),474,3.5,3,3.6026437957429724,Comedy|Romance,butler,Comedy Romance butler
210,948,Giant (1956),474,4.0,1,3.811660199373625,Drama|Romance|Western,oil,Drama Romance Western oil
211,950,"Thin Man, The (1934)",474,4.0,1,3.811660199373625,Comedy|Crime,Nick and Nora Charles,Comedy Crime Nick and Nora Charles
212,951,His Girl Friday (1940),474,4.5,1,3.959838337025447,Comedy|Romance,Screwball,Comedy Romance Screwball
213,952,Around the World in 80 Days (1956),474,3.0,1,3.5153039240699813,Adventure|Comedy,race,Adventure Comedy race
214,953,It's a Wonderful Life (1946),474,3.5,1,3.6634820617218034,Children|Drama|Fantasy|Romance,Christmas,Children Drama Fantasy Romance Christmas
215,954,Mr. Smith Goes to Washington (1939),474,4.5,1,3.959838337025447,Drama,Politics,Drama Politics
216,955,Bringing Up Baby (1938),474,4.0,2,3.854716018879717,Comedy|Romance,leopard,Comedy Romance leopard
217,956,Penny Serenade (1941),474,4.0,1,3.811660199373625,Drama|Romance,adoption,Drama Romance adoption
218,965,"39 Steps, The (1935)",474,4.0,1,3.811660199373625,Drama|Mystery|Thriller,fugitive,Drama Mystery Thriller fugitive
219,968,Night of the Living Dead (1968),474,4.0,1,3.811660199373625,Horror|Sci-Fi|Thriller,zombies,Horror Sci-Fi Thriller zombies
220,969,"African Queen, The (1951)",474,5.0,1,4.108016474677269,Adventure|Comedy|Romance|War,missionary,Adventure Comedy Romance War missionary
